DATE,WEEKDAY,STATION,COUNT_PICKUP,COUNT_RETURN,BALANCE,CAPACITY,IMBALANCE_FACTOR,TURNOVER
2021-10-09,no,10th & K St NW,44.0,37.0,-7.0,23,-0.3,1.9
2021-10-10,no,10th & K St NW,41.0,33.0,-8.0,23,-0.3,1.8
2021-10-11,yes,10th & K St NW,25.0,26.0,1.0,23,0.0,1.1
2021-10-12,yes,10th & K St NW,23.0,21.0,-2.0,23,-0.1,1.0
2021-10-13,yes,10th & K St NW,29.0,32.0,3.0,23,0.1,1.3
2021-10-14,yes,10th & K St NW,28.0,29.0,1.0,23,0.0,1.2
2021-10-15,yes,10th & K St NW,46.0,37.0,-9.0,23,-0.4,2.0
2021-10-16,no,10th & K St NW,35.0,29.0,-6.0,23,-0.3,1.5
2021-10-17,no,10th & K St NW,47.0,46.0,-1.0,23,-0.0,2.0
2021-10-18,yes,10th & K St NW,40.0,31.0,-9.0,23,-0.4,1.7
2021-10-19,yes,10th & K St NW,48.0,47.0,-1.0,23,-0.0,2.1
2021-10-20,yes,10th & K St NW,52.0,40.0,-12.0,23,-0.5,2.3
2021-10-21,yes,10th & K St NW,57.0,58.0,1.0,23,0.0,2.5
2021-10-22,yes,10th & K St NW,46.0,52.0,6.0,23,0.3,2.0
2021-10-23,no,10th & K St NW,77.0,63.0,-14.0,23,-0.6,3.3
2021-10-24,no,10th & K St NW,29.0,33.0,4.0,23,0.2,1.3
2021-10-25,yes,10th & K St NW,30.0,23.0,-7.0,23,-0.3,1.3
2021-10-26,yes,10th & K St NW,41.0,46.0,5.0,23,0.2,1.8
2021-10-27,yes,10th & K St NW,48.0,61.0,13.0,23,0.6,2.1
2021-10-28,yes,10th & K St NW,60.0,50.0,-10.0,23,-0.4,2.6
2021-10-29,yes,10th & K St NW,11.0,10.0,-1.0,23,-0.0,0.5
2021-10-30,no,10th & K St NW,58.0,45.0,-13.0,23,-0.6,2.5
2021-10-31,no,10th & K St NW,32.0,33.0,1.0,23,0.0,1.4
2021-11-01,yes,10th & K St NW,38.0,32.0,-6.0,23,-0.3,1.7
2021-11-02,yes,10th & K St NW,20.0,23.0,3.0,23,0.1,0.9
2021-11-03,yes,10th & K St NW,42.0,43.0,1.0,23,0.0,1.8
2021-11-04,yes,10th & K St NW,44.0,34.0,-10.0,23,-0.4,1.9
2021-11-05,yes,10th & K St NW,38.0,40.0,2.0,23,0.1,1.7
2021-11-06,no,10th & K St NW,39.0,40.0,1.0,23,0.0,1.7
2021-11-07,no,10th & K St NW,43.0,32.0,-11.0,23,-0.5,1.9
2021-11-08,yes,10th & K St NW,36.0,34.0,-2.0,23,-0.1,1.6
2021-11-09,yes,10th & K St NW,48.0,37.0,-11.0,23,-0.5,2.1
2021-11-10,yes,10th & K St NW,50.0,58.0,8.0,23,0.3,2.2
